Laporan Penjualan

Tanggal Cetak,2017-08-11 - 2017-12-11
Laporan Omzet,Rp.306.110.000
Laporan Laba Kotor,Rp.306.110.000
Laporan Penjualan,2572
Laporan Barang,2572




ID Pesanan,Waktu,SKU,Nama Barang,Jumlah,Harga Jual,Total,Harga Beli,Laba
Pesanan ID-20171119-555619,2017-11-19T00:07:26Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.115.000,Rp.115.000,Rp.70.071,Rp.44.929
Pesanan ID-20171119-415799,2017-11-19T00:06:29Z,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,Rp.130.000,Rp.130.000,Rp.71.854,Rp.58.146
Pesanan ID-20171119-136864,2017-11-19T00:40:23Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.120.000,Rp.120.000,Rp.64.728,Rp.55.272
Pesanan ID-20171119-136864,2017-11-19T00:40:23Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.65.364,Rp.54.636
Pesanan ID-20171119-374542,2017-11-19T00:21:28Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.125.000,Rp.125.000,Rp.71.780,Rp.53.220
Barang Rusak,2017-11-19T00:53:39Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.0,Rp.0,Rp.67.365,-Rp.67.365
Pesanan ID-20171119-007533,2017-11-19T00:45:04Z,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,Rp.130.000,Rp.130.000,Rp.69.046,Rp.60.954
Pesanan ID-20171119-980840,2017-11-19T00:16:06Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171119-980840,2017-11-19T00:16:06Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.115.000,Rp.115.000,Rp.75.209,Rp.39.791
Pesanan ID-20171119-560592,2017-11-19T00:03:47Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.130.000,Rp.130.000,Rp.75.209,Rp.54.791
Pesanan ID-20171119-580299,2017-11-19T00:25:20Z,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,Rp.115.000,Rp.115.000,Rp.71.854,Rp.43.146
Pesanan ID-20171119-516020,2017-11-19T00:16:46Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.125.000,Rp.125.000,Rp.65.364,Rp.59.636
Pesanan ID-20171119-145683,2017-11-19T00:56:30Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.120.000,Rp.120.000,Rp.72.543,Rp.47.457
Pesanan ID-20171119-145683,2017-11-19T00:56:30Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.120.000,Rp.120.000,Rp.68.454,Rp.51.546
Pesanan ID-20171118-115750,2017-11-18T00:41:49Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.78.269,Rp.51.731
Pesanan ID-20171118-115750,2017-11-18T00:41:49Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.130.000,Rp.130.000,Rp.70.071,Rp.59.929
Pesanan ID-20171118-115750,2017-11-18T00:41:49Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.71.780,Rp.38.220
Barang Hilang,2017-11-18T00:59:11Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.0,Rp.0,Rp.65.303,-Rp.65.303
Pesanan ID-20171118-012321,2017-11-18T00:34:42Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.125.000,Rp.125.000,Rp.75.209,Rp.49.791
Pesanan ID-20171118-012321,2017-11-18T00:34:42Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.125.000,Rp.125.000,Rp.73.124,Rp.51.876
Pesanan ID-20171118-570202,2017-11-18T00:21:00Z,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,Rp.115.000,Rp.115.000,Rp.63.650,Rp.51.350
Pesanan ID-20171118-999639,2017-11-18T00:25:48Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.120.000,Rp.120.000,Rp.70.071,Rp.49.929
Pesanan ID-20171118-999639,2017-11-18T00:25:48Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.125.000,Rp.125.000,Rp.72.543,Rp.52.457
Pesanan ID-20171118-927368,2017-11-18T00:49:23Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.120.000,Rp.120.000,Rp.67.300,Rp.52.700
Pesanan ID-20171118-927368,2017-11-18T00:49:23Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.130.000,Rp.130.000,Rp.67.500,Rp.62.500
Pesanan ID-20171118-897747,2017-11-18T00:46:40Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.120.000,Rp.120.000,Rp.78.269,Rp.41.731
Pesanan ID-20171118-463326,2017-11-18T00:14:52Z,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,Rp.120.000,Rp.120.000,Rp.63.650,Rp.56.350
Pesanan ID-20171117-107180,2017-11-17T00:49:30Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.110.000,Rp.110.000,Rp.68.454,Rp.41.546
Pesanan ID-20171117-603293,2017-11-17T00:35:21Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.115.000,Rp.115.000,Rp.72.543,Rp.42.457
Pesanan ID-20171117-603293,2017-11-17T00:35:21Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171117-902498,2017-11-17T00:16:49Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.115.000,Rp.115.000,Rp.70.071,Rp.44.929
Pesanan ID-20171117-807046,2017-11-17T00:28:58Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.120.000,Rp.120.000,Rp.67.500,Rp.52.500
Pesanan ID-20171117-807046,2017-11-17T00:28:58Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171117-112843,2017-11-17T00:20:54Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171117-886525,2017-11-17T00:14:06Z,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,Rp.110.000,Rp.110.000,Rp.71.880,Rp.38.120
Pesanan ID-20171117-744812,2017-11-17T00:50:22Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.65.364,Rp.54.636
Pesanan ID-20171117-435218,2017-11-17T00:06:23Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.130.000,Rp.130.000,Rp.67.300,Rp.62.700
Pesanan ID-20171117-435218,2017-11-17T00:06:23Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.130.000,Rp.130.000,Rp.67.300,Rp.62.700
Pesanan ID-20171117-911026,2017-11-17T00:04:21Z,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,Rp.110.000,Rp.110.000,Rp.73.323,Rp.36.677
Pesanan ID-20171117-272791,2017-11-17T00:36:30Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",4,Rp.120.000,Rp.480.000,Rp.67.500,Rp.52.500
Pesanan ID-20171117-272791,2017-11-17T00:36:30Z,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,Rp.120.000,Rp.120.000,Rp.62.320,Rp.57.680
Pesanan ID-20171117-994035,2017-11-17T00:25:51Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.110.000,Rp.110.000,Rp.73.124,Rp.36.876
Pesanan ID-20171117-994035,2017-11-17T00:25:51Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.130.000,Rp.130.000,Rp.71.835,Rp.58.165
Pesanan ID-20171117-510501,2017-11-17T00:01:31Z,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,Rp.130.000,Rp.130.000,Rp.71.880,Rp.58.120
Pesanan ID-20171117-547325,2017-11-17T00:14:11Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171117-129026,2017-11-17T00:34:41Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.120.000,Rp.120.000,Rp.68.454,Rp.51.546
Pesanan ID-20171117-129026,2017-11-17T00:34:41Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.120.000,Rp.120.000,Rp.73.124,Rp.46.876
Pesanan ID-20171117-813079,2017-11-17T00:20:52Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.120.000,Rp.120.000,Rp.70.071,Rp.49.929
Pesanan ID-20171117-656359,2017-11-17T00:42:28Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.110.000,Rp.110.000,Rp.71.835,Rp.38.165
Pesanan ID-20171117-904621,2017-11-17T00:27:17Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.130.000,Rp.130.000,Rp.67.666,Rp.62.334
Pesanan ID-20171117-432333,2017-11-17T00:08:08Z,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,Rp.120.000,Rp.120.000,Rp.69.046,Rp.50.954
Pesanan ID-20171116-376043,2017-11-16T00:51:37Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.120.000,Rp.120.000,Rp.65.303,Rp.54.697
Pesanan ID-20171116-376043,2017-11-16T00:51:37Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.125.000,Rp.125.000,Rp.74.010,Rp.50.990
Pesanan ID-20171116-833210,2017-11-16T00:41:22Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.130.000,Rp.130.000,Rp.67.666,Rp.62.334
Pesanan ID-20171116-088378,2017-11-16T00:23:19Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.130.000,Rp.130.000,Rp.65.303,Rp.64.697
Pesanan ID-20171116-669258,2017-11-16T00:54:32Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.110.000,Rp.110.000,Rp.70.071,Rp.39.929
Barang Rusak,2017-11-16T00:39:07Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.0,Rp.0,Rp.65.303,-Rp.65.303
Pesanan ID-20171116-142995,2017-11-16T00:52:47Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.120.000,Rp.120.000,Rp.74.010,Rp.45.990
Pesanan ID-20171116-142995,2017-11-16T00:52:47Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.115.000,Rp.115.000,Rp.78.269,Rp.36.731
Pesanan ID-20171116-001278,2017-11-16T00:08:23Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.65.364,Rp.54.636
Pesanan ID-20171116-605243,2017-11-16T00:37:36Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.71.835,Rp.48.165
Pesanan ID-20171116-168921,2017-11-16T00:52:48Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.125.000,Rp.125.000,Rp.64.728,Rp.60.272
Pesanan ID-20171116-739071,2017-11-16T00:53:39Z,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,Rp.110.000,Rp.110.000,Rp.71.880,Rp.38.120
Pesanan ID-20171116-739071,2017-11-16T00:53:39Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.120.000,Rp.120.000,Rp.67.300,Rp.52.700
Pesanan ID-20171116-878439,2017-11-16T00:36:01Z,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,Rp.115.000,Rp.115.000,Rp.67.800,Rp.47.200
Pesanan ID-20171116-064339,2017-11-16T00:55:14Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.125.000,Rp.125.000,Rp.68.454,Rp.56.546
Pesanan ID-20171116-064339,2017-11-16T00:55:14Z,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,Rp.115.000,Rp.115.000,Rp.73.000,Rp.42.000
Pesanan ID-20171115-259712,2017-11-15T00:25:28Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.71.780,Rp.38.220
Pesanan ID-20171115-868366,2017-11-15T00:18:26Z,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,Rp.130.000,Rp.130.000,Rp.67.800,Rp.62.200
Pesanan ID-20171115-615991,2017-11-15T00:34:43Z,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,Rp.120.000,Rp.120.000,Rp.63.650,Rp.56.350
Pesanan ID-20171115-332429,2017-11-15T00:28:35Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.71.835,Rp.48.165
Pesanan ID-20171115-433938,2017-11-15T00:39:46Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.130.000,Rp.130.000,Rp.71.780,Rp.58.220
Pesanan ID-20171115-433938,2017-11-15T00:39:46Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.110.000,Rp.110.000,Rp.71.835,Rp.38.165
Pesanan ID-20171115-997305,2017-11-15T00:31:04Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.115.000,Rp.115.000,Rp.75.209,Rp.39.791
Pesanan ID-20171115-929724,2017-11-15T00:22:16Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.110.000,Rp.110.000,Rp.65.303,Rp.44.697
Pesanan ID-20171115-141068,2017-11-15T00:21:54Z,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,Rp.115.000,Rp.115.000,Rp.62.320,Rp.52.680
Pesanan ID-20171115-141068,2017-11-15T00:21:54Z,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,Rp.130.000,Rp.130.000,Rp.73.323,Rp.56.677
Pesanan ID-20171115-038005,2017-11-15T00:17:16Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.110.000,Rp.110.000,Rp.73.124,Rp.36.876
Pesanan ID-20171115-686190,2017-11-15T00:17:56Z,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,Rp.130.000,Rp.130.000,Rp.71.880,Rp.58.120
Pesanan ID-20171115-217717,2017-11-15T00:10:33Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.115.000,Rp.115.000,Rp.72.543,Rp.42.457
Pesanan ID-20171115-217717,2017-11-15T00:10:33Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.130.000,Rp.130.000,Rp.73.124,Rp.56.876
Pesanan ID-20171115-453721,2017-11-15T00:41:39Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.125.000,Rp.125.000,Rp.72.543,Rp.52.457
Pesanan ID-20171115-600477,2017-11-15T00:31:27Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.120.000,Rp.120.000,Rp.67.300,Rp.52.700
Pesanan ID-20171115-103599,2017-11-15T00:08:09Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171115-103599,2017-11-15T00:08:09Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171115-513703,2017-11-15T00:27:23Z,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,Rp.110.000,Rp.110.000,Rp.71.854,Rp.38.146
Pesanan ID-20171115-513703,2017-11-15T00:27:23Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.110.000,Rp.110.000,Rp.67.666,Rp.42.334
Pesanan ID-20171115-554286,2017-11-15T00:36:23Z,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,Rp.115.000,Rp.115.000,Rp.68.675,Rp.46.325
Pesanan ID-20171114-946843,2017-11-14T00:36:18Z,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,Rp.120.000,Rp.120.000,Rp.68.675,Rp.51.325
Pesanan ID-20171114-455777,2017-11-14T00:45:14Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.120.000,Rp.120.000,Rp.74.010,Rp.45.990
Pesanan ID-20171114-455777,2017-11-14T00:45:14Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.115.000,Rp.115.000,Rp.67.666,Rp.47.334
Pesanan ID-20171114-876810,2017-11-14T00:45:34Z,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,Rp.120.000,Rp.120.000,Rp.69.808,Rp.50.192
Pesanan ID-20171114-868847,2017-11-14T00:16:57Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.115.000,Rp.115.000,Rp.67.365,Rp.47.635
Pesanan ID-20171114-222705,2017-11-14T00:11:18Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.120.000,Rp.120.000,Rp.67.300,Rp.52.700
Pesanan ID-20171114-399298,2017-11-14T00:36:38Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.115.000,Rp.115.000,Rp.68.454,Rp.46.546
Pesanan ID-20171114-399298,2017-11-14T00:36:38Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",2,Rp.115.000,Rp.230.000,Rp.67.365,Rp.47.635
Pesanan ID-20171114-540567,2017-11-14T00:09:16Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.71.780,Rp.38.220
Barang Rusak,2017-11-14T00:25:46Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.0,Rp.0,Rp.65.364,-Rp.65.364
Pesanan ID-20171114-304016,2017-11-14T00:14:37Z,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,Rp.120.000,Rp.120.000,Rp.71.854,Rp.48.146
Pesanan ID-20171114-582476,2017-11-14T00:00:02Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.75.209,Rp.34.791
Pesanan ID-20171114-582476,2017-11-14T00:00:02Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.110.000,Rp.110.000,Rp.65.303,Rp.44.697
Pesanan ID-20171114-652228,2017-11-14T00:37:06Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.110.000,Rp.110.000,Rp.67.666,Rp.42.334
Pesanan ID-20171114-652228,2017-11-14T00:37:06Z,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,Rp.120.000,Rp.120.000,Rp.66.955,Rp.53.045
Pesanan ID-20171114-403132,2017-11-14T00:05:09Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.130.000,Rp.130.000,Rp.65.303,Rp.64.697
Pesanan ID-20171114-748604,2017-11-14T00:55:20Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.115.000,Rp.115.000,Rp.73.124,Rp.41.876
Pesanan ID-20171114-748604,2017-11-14T00:55:20Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.115.000,Rp.115.000,Rp.67.365,Rp.47.635
Pesanan ID-20171114-544412,2017-11-14T00:45:34Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171114-082857,2017-11-14T00:28:59Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.65.364,Rp.54.636
Pesanan ID-20171114-315538,2017-11-14T00:14:44Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171114-315538,2017-11-14T00:14:44Z,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,Rp.125.000,Rp.125.000,Rp.68.675,Rp.56.325
Pesanan ID-20171113-858256,2017-11-13T00:51:31Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.110.000,Rp.110.000,Rp.65.303,Rp.44.697
Pesanan ID-20171113-023313,2017-11-13T00:39:22Z,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,Rp.110.000,Rp.110.000,Rp.68.000,Rp.42.000
Pesanan ID-20171113-211034,2017-11-13T00:33:18Z,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,Rp.125.000,Rp.125.000,Rp.69.808,Rp.55.192
Pesanan ID-20171113-453839,2017-11-13T00:52:20Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.115.000,Rp.115.000,Rp.67.300,Rp.47.700
Pesanan ID-20171113-246639,2017-11-13T00:54:48Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.125.000,Rp.125.000,Rp.67.365,Rp.57.635
Pesanan ID-20171113-690923,2017-11-13T00:16:28Z,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,Rp.130.000,Rp.130.000,Rp.73.000,Rp.57.000
Pesanan ID-20171113-006481,2017-11-13T00:20:06Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.130.000,Rp.130.000,Rp.65.364,Rp.64.636
Pesanan ID-20171113-006481,2017-11-13T00:20:06Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.110.000,Rp.110.000,Rp.65.303,Rp.44.697
Pesanan ID-20171113-302319,2017-11-13T00:26:44Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.120.000,Rp.120.000,Rp.71.780,Rp.48.220
Pesanan ID-20171113-941408,2017-11-13T00:26:04Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.71.780,Rp.38.220
Pesanan ID-20171113-853265,2017-11-13T00:37:40Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.125.000,Rp.125.000,Rp.74.010,Rp.50.990
Pesanan ID-20171113-853265,2017-11-13T00:37:40Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.110.000,Rp.110.000,Rp.67.500,Rp.42.500
Pesanan ID-20171113-348397,2017-11-13T00:55:33Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.125.000,Rp.125.000,Rp.67.300,Rp.57.700
Pesanan ID-20171113-883171,2017-11-13T00:37:52Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.120.000,Rp.120.000,Rp.75.209,Rp.44.791
Pesanan ID-20171113-883171,2017-11-13T00:37:52Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.120.000,Rp.120.000,Rp.67.300,Rp.52.700
Pesanan ID-20171113-477274,2017-11-13T00:12:47Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.120.000,Rp.120.000,Rp.67.666,Rp.52.334
Pesanan ID-20171113-477274,2017-11-13T00:12:47Z,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,Rp.125.000,Rp.125.000,Rp.66.955,Rp.58.045
Pesanan ID-20171113-124685,2017-11-13T00:04:46Z,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,Rp.125.000,Rp.125.000,Rp.63.650,Rp.61.350
Pesanan ID-20171113-413527,2017-11-13T00:50:49Z,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,Rp.110.000,Rp.110.000,Rp.73.000,Rp.37.000
Pesanan ID-20171113-454464,2017-11-13T00:42:15Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.71.780,Rp.38.220
Pesanan ID-20171113-683750,2017-11-13T00:17:06Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.125.000,Rp.125.000,Rp.73.124,Rp.51.876
Pesanan ID-20171113-683750,2017-11-13T00:17:06Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
